annot_name	trait1	trait2	rho	rho_corrected	se_rho	pvalue	pvalue_corrected	corr	corr_corrected	h2_1	h2_2	p	p0
ALL_	Liu2019drnkwk	covidhgi2020C2v5alleur	0.00136178967715	0.00149336576229	3.84292580365e-4	3.94662734557e-4	1.01904271037e-4	0.135634547535	0.148739554185	0.0443329272871	0.0022738039732	1056919	1056919
ALL_	Liu2019drnkwk	covidhgi2020A2v5alleurLeaveUKBB	-2.69519555189e-4	-0.00119249257334	4.66063708182e-4	0.563068962575	0.0105080341037	-0.0241508334104	-0.106855658254	0.0441856063867	0.00281861331076	1037569	1037569
ALL_	Liu2019drnkwk	covidhgi2020B2v5alleurLeaveUKBB	1.77876034038e-4	-4.18938780643e-4	3.83092364197e-4	0.642421138208	0.274143081292	0.0190354896431	-0.0448329358317	0.0441016646102	0.00197993890017	1032936	1032936
ALL_	Liu2019drnkwk	covidhgi2020C2v5alleurLeaveUKBB	6.75753835924e-4	3.30248862402e-4	4.26656681616e-4	0.113231245237	0.438907796151	0.0672821066293	0.0328815583325	0.0443106088739	0.00227651313119	1052383	1052383
ALL_	Kunkle2019load	covidhgi2020A2v5alleur	6.61678857007e-4	0.00130783863699	8.1887504541e-4	0.419071024752	0.110239797861	0.0456880492237	0.0903045267212	0.0961799370287	0.00218074455464	1045913	1045913
ALL_	Kunkle2019load	covidhgi2020B2v5alleur	0.00137753928731	9.96482507938e-4	7.80916134963e-4	0.0777312838504	0.201940346136	0.113981392528	0.0824517056831	0.0961524776727	0.00151907630934	1043126	1043126
ALL_	Kunkle2019load	covidhgi2020C2v5alleur	0.00213668829655	3.37475460343e-4	8.00886321976e-4	0.00763259288829	0.673479460792	0.144071727511	0.0227551546207	0.0964839569288	0.00227965805795	1062797	1062797
ALL_	Kunkle2019load	covidhgi2020A2v5alleurLeaveUKBB	6.64635810044e-4	0.0015299377369	9.08699663601e-4	0.464526212822	0.0922481489567	0.0404507755688	0.0931144050535	0.0960318634102	0.00281124316375	1044731	1044731
ALL_	Kunkle2019load	covidhgi2020B2v5alleurLeaveUKBB	6.65523862049e-4	0.00147507689933	8.5585523658e-4	0.436797398802	0.084795949818	0.0482822947012	0.107013589778	0.0959032328506	0.0019811538863	1039501	1039501
ALL_	Kunkle2019load	covidhgi2020C2v5alleurLeaveUKBB	7.49196759922e-4	-2.18802625695e-4	8.24997690673e-4	0.363814916347	0.790843034267	0.0504745388886	-0.0147410696767	0.0965118831051	0.00228279162859	1057713	1057713
ALL_	Revez2020vit250hd	covidhgi2020A2v5alleur	-7.23693684096e-5	2.96744713257e-4	5.53782125968e-4	0.896026854104	0.592061522613	-0.00462777710134	0.018975823876	0.113806109411	0.00214881547236	1004124	1004124
