id.exposure	id.outcome	outcome	exposure	pt	outliers_removed	Isq	egger_intercept	se	pval
F42g8z	aBgBG7	covidhgi2020C2v5alleur	Wuttke2019egfr	5e-8	FALSE	0.9020205871856299	-0.002771767178783647	0.0017661108599342384	0.11818846120170351
ZAu9K0	8S7Gk3	covidhgi2020A2v5alleur	Wuttke2019ckd	5e-8	FALSE	0.8524154069187023	0.0031146139641237795	0.019625990901773433	0.8754980233988344
0RxvFb	rlmw0B	covidhgi2020B2v5alleur	Wuttke2019ckd	5e-8	FALSE	0.8553437454006813	0.005229463844631646	0.013139424940268738	0.6948481514278522
J7mlyK	zWlxB6	covidhgi2020C2v5alleur	Wuttke2019ckd	5e-8	FALSE	0.8631396737579573	0.004509124674070684	0.005076074964692001	0.3849335876290856
pechRt	ci1mjZ	covidhgi2020A2v5alleur	Nikpay2015cad	5e-8	FALSE	0.9127110467405378	0.010613762773880795	0.01745815849299496	0.5469316519000162
pechRt	ci1mjZ	covidhgi2020A2v5alleur	Nikpay2015cad	5e-8	TRUE	0.9148159278597944	0.0051405790658840015	0.015003911047259835	0.7338798849651976
3ca7Oo	XmuNt0	covidhgi2020B2v5alleur	Nikpay2015cad	5e-8	FALSE	0.9080388496363818	0.011983137437428487	0.012593563397064734	0.3475108384722768
3ca7Oo	XmuNt0	covidhgi2020B2v5alleur	Nikpay2015cad	5e-8	TRUE	0.9103811004102628	0.00742254841194827	0.010334014853623659	0.4772305984485946
rW1JhZ	FyPlCA	covidhgi2020C2v5alleur	Nikpay2015cad	5e-8	FALSE	0.9042816238771167	0.008476824606366078	0.007733550001528903	0.28011382770107274
rW1JhZ	FyPlCA	covidhgi2020C2v5alleur	Nikpay2015cad	5e-8	TRUE	0.9067544561516611	0.004523779044033243	0.004280056838703771	0.29757859839265943
a9epUw	E3eW53	covidhgi2020A2v5alleur	Shah2020heartfailure	5e-8	FALSE	0.4850507372215414	0.051876937338750075	0.053213364122482044	0.35816981939120807
a9epUw	E3eW53	covidhgi2020A2v5alleur	Shah2020heartfailure	5e-8	TRUE	0.5237693115809442	0.02771887585677883	0.0324617175270473	0.4214204431164381
BzKCxD	JYp0Ae	covidhgi2020B2v5alleur	Shah2020heartfailure	5e-8	FALSE	0.2797038696518171	0.026504804517248653	0.04428514899796242	0.5660601067188351
BzKCxD	JYp0Ae	covidhgi2020B2v5alleur	Shah2020heartfailure	5e-8	TRUE	0.33985449039937415	0.005613224162750025	0.02615211419084012	0.8361688543964356
uCXQwl	eaYuiU	covidhgi2020C2v5alleur	Shah2020heartfailure	5e-8	FALSE	0.1122255332051754	0.023567641765899375	0.03236235260090486	0.4872312399161227
uCXQwl	eaYuiU	covidhgi2020C2v5alleur	Shah2020heartfailure	5e-8	TRUE	0.1960426379842989	0.005527114755278738	0.009598317807537666	0.5827528308159724
TgwmrS	GWiNnX	covidhgi2020A2v5alleur	Olafsdottir2020asthma	5e-8	FALSE	0.9083362844540271	-0.007685937022705257	0.00887635449507979	0.38907749442589923
e5owQ3	DJcveP	covidhgi2020B2v5alleur	Olafsdottir2020asthma	5e-8	FALSE	0.8920197133357619	9.849995606009538e-4	0.00646500627357392	0.8792738367376924
vxkHDa	RMkOZd	covidhgi2020C2v5alleur	Olafsdottir2020asthma	5e-8	FALSE	0.8804176861606308	-4.3574383357748616e-4	0.002830637336171817	0.8780365214412114
WhUbFp	Slo9ZF	covidhgi2020A2v5alleur	Allen2020ipf	5e-8	FALSE	0.9678706026490249	0.08875372438559	0.03601573200405601	0.02843781910969977
