id.exposure	id.outcome	outcome	exposure	pt	method	nsnp	outliers_removed	b	sd	t.stat	pval
ZHXtl1	DOjzzM	covidhgi2020C2v5alleurLeaveUKBB	Ligthart2018crp	5e-8	MR-PRESSO	46	Outlier-corrected	0.029038444195052877	0.025620265861192437	1.1334169735934718	0.2630417074142457
W2qVL7	uytpcs	covidhgi2020A2v5alleurLeaveUKBB	Wood2014height	5e-8	MR-PRESSO	364	Raw	0.08959077253308723	0.0556615282561639	1.609563649075087	0.1083624042180959
W2qVL7	uytpcs	covidhgi2020A2v5alleurLeaveUKBB	Wood2014height	5e-8	MR-PRESSO	364	Outlier-corrected	NA	NA	NA	NA
9vQA9d	QHZ1Bf	covidhgi2020B2v5alleurLeaveUKBB	Wood2014height	5e-8	MR-PRESSO	364	Raw	0.0809805621975778	0.04364766969092647	1.8553238413644826	0.06436046374965958
9vQA9d	QHZ1Bf	covidhgi2020B2v5alleurLeaveUKBB	Wood2014height	5e-8	MR-PRESSO	364	Outlier-corrected	NA	NA	NA	NA
veGDsP	kWn7of	covidhgi2020C2v5alleurLeaveUKBB	Wood2014height	5e-8	MR-PRESSO	364	Raw	0.07646780097566981	0.01788879442027718	4.274620143713685	2.4500661471832592e-5
veGDsP	kWn7of	covidhgi2020C2v5alleurLeaveUKBB	Wood2014height	5e-8	MR-PRESSO	364	Outlier-corrected	NA	NA	NA	NA
t7fB0U	jVD2vT	covidhgi2020A2v5alleurLeaveUKBB	Betham2015lupus	5e-8	MR-PRESSO	42	Raw	-0.04456683916175934	0.018366260239837753	-2.426560365571355	0.01972561371857667
t7fB0U	jVD2vT	covidhgi2020A2v5alleurLeaveUKBB	Betham2015lupus	5e-8	MR-PRESSO	42	Outlier-corrected	NA	NA	NA	NA
Lp0p5A	SHMrQf	covidhgi2020B2v5alleurLeaveUKBB	Betham2015lupus	5e-8	MR-PRESSO	42	Raw	-0.016803670511263774	0.015969373713351005	-1.052243551493523	0.2988501237925474
Lp0p5A	SHMrQf	covidhgi2020B2v5alleurLeaveUKBB	Betham2015lupus	5e-8	MR-PRESSO	41	Outlier-corrected	-0.009325178740748202	0.012600399588723256	-0.740070080721391	0.4635793399502153
BsKJwF	edmgLV	covidhgi2020C2v5alleurLeaveUKBB	Betham2015lupus	5e-8	MR-PRESSO	42	Raw	-0.01378522357988902	0.006295709339766572	-2.189621984740506	0.034298244935969266
BsKJwF	edmgLV	covidhgi2020C2v5alleurLeaveUKBB	Betham2015lupus	5e-8	MR-PRESSO	42	Outlier-corrected	NA	NA	NA	NA
L9J8RQ	Stwqgs	covidhgi2020A2v5alleurLeaveUKBB	Patsopoulos2019multscler	5e-8	MR-PRESSO	70	Raw	0.04763434200879545	0.027605032885700653	1.7255672980367986	0.0889014373237822
L9J8RQ	Stwqgs	covidhgi2020A2v5alleurLeaveUKBB	Patsopoulos2019multscler	5e-8	MR-PRESSO	67	Outlier-corrected	0.043599178209810074	0.02114854832146454	2.0615683661634336	0.043191127843273176
XjcSjO	4LZivH	covidhgi2020B2v5alleurLeaveUKBB	Patsopoulos2019multscler	5e-8	MR-PRESSO	70	Raw	0.02574397181796493	0.020877095524411363	1.2331203728920423	0.22171543098068297
XjcSjO	4LZivH	covidhgi2020B2v5alleurLeaveUKBB	Patsopoulos2019multscler	5e-8	MR-PRESSO	69	Outlier-corrected	0.020802315279788756	0.01957116214313928	1.0629064910731967	0.29158454887039076
kqCST8	tft4Q0	covidhgi2020C2v5alleurLeaveUKBB	Patsopoulos2019multscler	5e-8	MR-PRESSO	70	Raw	0.012624876637825569	0.008220302885122351	1.535816479545408	0.12915648871082802
kqCST8	tft4Q0	covidhgi2020C2v5alleurLeaveUKBB	Patsopoulos2019multscler	5e-8	MR-PRESSO	70	Outlier-corrected	NA	NA	NA	NA
Ju0mIn	4HLxN2	covidhgi2020A2v5alleurLeaveUKBB	Malik2018as	5e-8	MR-PRESSO	8	Raw	-0.31226762972390604	0.21591422100085406	-1.4462578160734991	0.19135096439041105
Ju0mIn	4HLxN2	covidhgi2020A2v5alleurLeaveUKBB	Malik2018as	5e-8	MR-PRESSO	8	Outlier-corrected	NA	NA	NA	NA
wsNwFB	6pabuF	covidhgi2020B2v5alleurLeaveUKBB	Malik2018as	5e-8	MR-PRESSO	8	Raw	-0.12442265841939706	0.12880526910262166	-0.9659749114787153	0.36623583927042724
wsNwFB	6pabuF	covidhgi2020B2v5alleurLeaveUKBB	Malik2018as	5e-8	MR-PRESSO	8	Outlier-corrected	NA	NA	NA	NA
e3Lo3M	sSB98x	covidhgi2020C2v5alleurLeaveUKBB	Malik2018as	5e-8	MR-PRESSO	8	Raw	0.00945768436731613	0.08371119447128889	0.11297992373719992	0.9132183208912487
e3Lo3M	sSB98x	covidhgi2020C2v5alleurLeaveUKBB	Malik2018as	5e-8	MR-PRESSO	8	Outlier-corrected	NA	NA	NA	NA
OloG0w	ZRonET	covidhgi2020A2v5alleurLeaveUKBB	Malik2018ais	5e-8	MR-PRESSO	8	Raw	-0.31226762972390604	0.21591422100085406	-1.4462578160734991	0.19135096439041105
OloG0w	ZRonET	covidhgi2020A2v5alleurLeaveUKBB	Malik2018ais	5e-8	MR-PRESSO	8	Outlier-corrected	NA	NA	NA	NA
Fto6i8	tXiSIh	covidhgi2020B2v5alleurLeaveUKBB	Malik2018ais	5e-8	MR-PRESSO	8	Raw	-0.12442265841939706	0.12880526910262166	-0.9659749114787153	0.36623583927042724
Fto6i8	tXiSIh	covidhgi2020B2v5alleurLeaveUKBB	Malik2018ais	5e-8	MR-PRESSO	8	Outlier-corrected	NA	NA	NA	NA
YVRqG5	NAuL46	covidhgi2020C2v5alleurLeaveUKBB	Malik2018ais	5e-8	MR-PRESSO	8	Raw	0.00945768436731613	0.08371119447128889	0.11297992373719992	0.9132183208912487
YVRqG5	NAuL46	covidhgi2020C2v5alleurLeaveUKBB	Malik2018ais	5e-8	MR-PRESSO	8	Outlier-corrected	NA	NA	NA	NA
13VbuZ	lCkOQR	covidhgi2020A2v5alleurLeaveUKBB	Wuttke2019egfr	5e-8	MR-PRESSO	195	Raw	-0.9011632448795001	0.7328276044066572	-1.2297070135740014	0.22029607378135577
13VbuZ	lCkOQR	covidhgi2020A2v5alleurLeaveUKBB	Wuttke2019egfr	5e-8	MR-PRESSO	195	Outlier-corrected	NA	NA	NA	NA
PkCj1S	zXOmfB	covidhgi2020B2v5alleurLeaveUKBB	Wuttke2019egfr	5e-8	MR-PRESSO	195	Raw	-0.33874111375844346	0.5446413170092403	-0.6219526561417602	0.5347032422452249
PkCj1S	zXOmfB	covidhgi2020B2v5alleurLeaveUKBB	Wuttke2019egfr	5e-8	MR-PRESSO	195	Outlier-corrected	NA	NA	NA	NA
PtqBOZ	5bvQbu	covidhgi2020C2v5alleurLeaveUKBB	Wuttke2019egfr	5e-8	MR-PRESSO	195	Raw	-0.015804680285531707	0.22892397966535166	-0.06903898974950326	0.9450296924824448
PtqBOZ	5bvQbu	covidhgi2020C2v5alleurLeaveUKBB	Wuttke2019egfr	5e-8	MR-PRESSO	195	Outlier-corrected	NA	NA	NA	NA
iGiK9d	EadnQ6	covidhgi2020A2v5alleurLeaveUKBB	Wuttke2019ckd	5e-8	MR-PRESSO	22	Raw	0.10444680788379145	0.08582029376680948	1.2170409037237024	0.23708963122543433
iGiK9d	EadnQ6	covidhgi2020A2v5alleurLeaveUKBB	Wuttke2019ckd	5e-8	MR-PRESSO	22	Outlier-corrected	NA	NA	NA	NA
7l7iCp	VULAh0	covidhgi2020B2v5alleurLeaveUKBB	Wuttke2019ckd	5e-8	MR-PRESSO	22	Raw	0.007513474243528365	0.07294542449969843	0.10300130947293928	0.9189392143039571
7l7iCp	VULAh0	covidhgi2020B2v5alleurLeaveUKBB	Wuttke2019ckd	5e-8	MR-PRESSO	22	Outlier-corrected	NA	NA	NA	NA
cq3qFT	Fl96zR	covidhgi2020C2v5alleurLeaveUKBB	Wuttke2019ckd	5e-8	MR-PRESSO	22	Raw	-0.033472953320719034	0.02622985400920888	-1.2761395205999704	0.2158403100456298
cq3qFT	Fl96zR	covidhgi2020C2v5alleurLeaveUKBB	Wuttke2019ckd	5e-8	MR-PRESSO	22	Outlier-corrected	NA	NA	NA	NA
09r4Ru	JX7Cni	covidhgi2020A2v5alleurLeaveUKBB	Nikpay2015cad	5e-8	MR-PRESSO	39	Raw	-0.13652097558748474	0.07117775787787002	-1.9180286041284629	0.06264505870511645
09r4Ru	JX7Cni	covidhgi2020A2v5alleurLeaveUKBB	Nikpay2015cad	5e-8	MR-PRESSO	38	Outlier-corrected	-0.16475236850736072	0.06047190755628792	-2.7244447077183302	0.009775654947271473
Vr5jBZ	xNXqxi	covidhgi2020B2v5alleurLeaveUKBB	Nikpay2015cad	5e-8	MR-PRESSO	39	Raw	-0.020089169972793124	0.05794546578139881	-0.3466909740372126	0.7307360545882995
Vr5jBZ	xNXqxi	covidhgi2020B2v5alleurLeaveUKBB	Nikpay2015cad	5e-8	MR-PRESSO	38	Outlier-corrected	-0.04606355816314408	0.04846413057467779	-0.9504670282316382	0.3480426291755734
CqCFbI	cY8zMO	covidhgi2020C2v5alleurLeaveUKBB	Nikpay2015cad	5e-8	MR-PRESSO	39	Raw	0.013192607005563054	0.03610628077837665	0.36538260715747406	0.7168518361749401
CqCFbI	cY8zMO	covidhgi2020C2v5alleurLeaveUKBB	Nikpay2015cad	5e-8	MR-PRESSO	38	Outlier-corrected	-0.010503716257338758	0.022252942929304364	-0.4720147034353226	0.639688291354992
zq1oPC	562tZs	covidhgi2020A2v5alleurLeaveUKBB	Shah2020heartfailure	5e-8	MR-PRESSO	10	Raw	-0.11178295170834475	0.2805638521740801	-0.39842250112458294	0.6996054758757878
zq1oPC	562tZs	covidhgi2020A2v5alleurLeaveUKBB	Shah2020heartfailure	5e-8	MR-PRESSO	9	Outlier-corrected	-0.29489091197974887	0.18480693942788196	-1.5956701241450162	0.1492289970473678
fdx3tV	mtgXD9	covidhgi2020B2v5alleurLeaveUKBB	Shah2020heartfailure	5e-8	MR-PRESSO	10	Raw	3.8396353096047814e-4	0.23651108353690975	0.001623448361144382	0.9987400913411761
fdx3tV	mtgXD9	covidhgi2020B2v5alleurLeaveUKBB	Shah2020heartfailure	5e-8	MR-PRESSO	9	Outlier-corrected	-0.16205543492731497	0.15971268029845445	-1.0146685574650844	0.3399650760218813
6CzoLq	B5sLgG	covidhgi2020C2v5alleurLeaveUKBB	Shah2020heartfailure	5e-8	MR-PRESSO	10	Raw	0.07768495578996999	0.1674193273476467	0.4640142629928083	0.6536562437691502
6CzoLq	B5sLgG	covidhgi2020C2v5alleurLeaveUKBB	Shah2020heartfailure	5e-8	MR-PRESSO	9	Outlier-corrected	-0.07144943328788139	0.044537281057456336	-1.6042612299503964	0.14732401157019157
Dkrbak	4M6rK2	covidhgi2020A2v5alleurLeaveUKBB	Olafsdottir2020asthma	5e-8	MR-PRESSO	84	Raw	-0.10936093579628452	0.05671308268037363	-1.9283193687887896	0.05723445156792566
Dkrbak	4M6rK2	covidhgi2020A2v5alleurLeaveUKBB	Olafsdottir2020asthma	5e-8	MR-PRESSO	84	Outlier-corrected	NA	NA	NA	NA
I8mpLz	jucqvH	covidhgi2020B2v5alleurLeaveUKBB	Olafsdottir2020asthma	5e-8	MR-PRESSO	83	Raw	-0.028022701727534075	0.04974490654519152	-0.5633280605739288	0.5747487369440445
I8mpLz	jucqvH	covidhgi2020B2v5alleurLeaveUKBB	Olafsdottir2020asthma	5e-8	MR-PRESSO	83	Outlier-corrected	NA	NA	NA	NA
YZVDAv	DsDOnU	covidhgi2020C2v5alleurLeaveUKBB	Olafsdottir2020asthma	5e-8	MR-PRESSO	84	Raw	-0.025145555228937567	0.01850942589523298	-1.3585270213817755	0.17797740182604
YZVDAv	DsDOnU	covidhgi2020C2v5alleurLeaveUKBB	Olafsdottir2020asthma	5e-8	MR-PRESSO	84	Outlier-corrected	NA	NA	NA	NA
b6BhsY	uuTX1h	covidhgi2020A2v5alleurLeaveUKBB	Allen2020ipf	5e-8	MR-PRESSO	15	Raw	0.029922835435660083	0.06344992051573903	0.471597681958287	0.644479335062583
b6BhsY	uuTX1h	covidhgi2020A2v5alleurLeaveUKBB	Allen2020ipf	5e-8	MR-PRESSO	10	Outlier-corrected	0.09123989656272795	0.031367715863989835	2.9087198111058967	0.0173473594592415
DrGBSN	Zynj4z	covidhgi2020B2v5alleurLeaveUKBB	Allen2020ipf	5e-8	MR-PRESSO	15	Raw	0.02687153090738998	0.04377707817634479	0.6138265052579542	0.5491746767187642
DrGBSN	Zynj4z	covidhgi2020B2v5alleurLeaveUKBB	Allen2020ipf	5e-8	MR-PRESSO	11	Outlier-corrected	0.10241885022774853	0.02222992680486316	4.607250897710681	9.69301661698462e-4
qOw8K9	cmRKMk	covidhgi2020C2v5alleurLeaveUKBB	Allen2020ipf	5e-8	MR-PRESSO	15	Raw	0.013492836373948313	0.014134360809083816	0.9546124197761238	0.3559672702828196
qOw8K9	cmRKMk	covidhgi2020C2v5alleurLeaveUKBB	Allen2020ipf	5e-8	MR-PRESSO	11	Outlier-corrected	0.034393471073723196	0.011270840139925357	3.0515445740277327	0.012219468309042131
Gfgzkr	Mwcu0D	covidhgi2020A2v5alleurLeaveUKBB	Linner2019risk	5e-8	MR-PRESSO	26	Raw	-0.8044651400929135	0.5270539130325553	-1.5263431694571687	0.13947774653143638
Gfgzkr	Mwcu0D	covidhgi2020A2v5alleurLeaveUKBB	Linner2019risk	5e-8	MR-PRESSO	26	Outlier-corrected	NA	NA	NA	NA
gkjXGZ	DgOO1p	covidhgi2020B2v5alleurLeaveUKBB	Linner2019risk	5e-8	MR-PRESSO	26	Raw	-0.3695685417141915	0.3885756778217058	-0.9510851111061163	0.3506662651002811
gkjXGZ	DgOO1p	covidhgi2020B2v5alleurLeaveUKBB	Linner2019risk	5e-8	MR-PRESSO	26	Outlier-corrected	NA	NA	NA	NA
BHO6tY	wcYvZf	covidhgi2020C2v5alleurLeaveUKBB	Linner2019risk	5e-8	MR-PRESSO	26	Raw	0.15259853459477743	0.15832218224111785	0.9638481003399539	0.34435341576282574
BHO6tY	wcYvZf	covidhgi2020C2v5alleurLeaveUKBB	Linner2019risk	5e-8	MR-PRESSO	26	Outlier-corrected	NA	NA	NA	NA
bc4P15	9aQgcM	covidhgi2020A2v5alleurLeaveUKBB	Demontis2018adhd	5e-8	MR-PRESSO	9	Raw	0.11618346488051028	0.164484921878492	0.7063472052857046	0.5000232135007123
bc4P15	9aQgcM	covidhgi2020A2v5alleurLeaveUKBB	Demontis2018adhd	5e-8	MR-PRESSO	9	Outlier-corrected	NA	NA	NA	NA
rubgQQ	SjbXut	covidhgi2020B2v5alleurLeaveUKBB	Demontis2018adhd	5e-8	MR-PRESSO	9	Raw	0.10416797446489419	0.11410906814938272	0.9128807741075019	0.3879879819304064
rubgQQ	SjbXut	covidhgi2020B2v5alleurLeaveUKBB	Demontis2018adhd	5e-8	MR-PRESSO	9	Outlier-corrected	NA	NA	NA	NA
dZbyAx	bUEW0f	covidhgi2020C2v5alleurLeaveUKBB	Demontis2018adhd	5e-8	MR-PRESSO	9	Raw	-0.0055024015536460705	0.04969261163525614	-0.11072876575764841	0.9145589655040739
dZbyAx	bUEW0f	covidhgi2020C2v5alleurLeaveUKBB	Demontis2018adhd	5e-8	MR-PRESSO	9	Outlier-corrected	NA	NA	NA	NA
vZfgam	7VJP85	covidhgi2020A2v5alleurLeaveUKBB	Grove2019asd	5e-6	MR-PRESSO	36	Raw	0.029328972920230064	0.07803691334372914	0.37583461035990434	0.7093082925095002
vZfgam	7VJP85	covidhgi2020A2v5alleurLeaveUKBB	Grove2019asd	5e-6	MR-PRESSO	36	Outlier-corrected	NA	NA	NA	NA
9EPSKU	aJ5O1T	covidhgi2020B2v5alleurLeaveUKBB	Grove2019asd	5e-6	MR-PRESSO	34	Raw	0.008993790274309084	0.05186513915916863	0.17340723306859532	0.8633906579672168
9EPSKU	aJ5O1T	covidhgi2020B2v5alleurLeaveUKBB	Grove2019asd	5e-6	MR-PRESSO	34	Outlier-corrected	NA	NA	NA	NA
l4sYg4	3bm5ux	covidhgi2020C2v5alleurLeaveUKBB	Grove2019asd	5e-6	MR-PRESSO	36	Raw	-0.01076305058531716	0.02361377177979395	-0.4557954860276488	0.6513525120035282
l4sYg4	3bm5ux	covidhgi2020C2v5alleurLeaveUKBB	Grove2019asd	5e-6	MR-PRESSO	36	Outlier-corrected	NA	NA	NA	NA
GSIPG4	ewB2j5	covidhgi2020A2v5alleurLeaveUKBB	Ripke2014scz	5e-8	MR-PRESSO	79	Raw	0.015592825995105976	0.051058917301065945	0.3053888883535031	0.7608834741616015
GSIPG4	ewB2j5	covidhgi2020A2v5alleurLeaveUKBB	Ripke2014scz	5e-8	MR-PRESSO	79	Outlier-corrected	NA	NA	NA	NA
kFY1G6	LfaWxJ	covidhgi2020B2v5alleurLeaveUKBB	Ripke2014scz	5e-8	MR-PRESSO	79	Raw	0.01185292526290352	0.037408409495759014	0.3168518903282238	0.7522024873575188
kFY1G6	LfaWxJ	covidhgi2020B2v5alleurLeaveUKBB	Ripke2014scz	5e-8	MR-PRESSO	79	Outlier-corrected	NA	NA	NA	NA
yBdAox	NbMTt0	covidhgi2020C2v5alleurLeaveUKBB	Ripke2014scz	5e-8	MR-PRESSO	79	Raw	-0.015605568884177783	0.016670472445957773	-0.9361203729988945	0.35210056417499447
yBdAox	NbMTt0	covidhgi2020C2v5alleurLeaveUKBB	Ripke2014scz	5e-8	MR-PRESSO	79	Outlier-corrected	NA	NA	NA	NA
RAbNr7	mR9TX1	covidhgi2020A2v5alleurLeaveUKBB	Stahl2019bip	5e-8	MR-PRESSO	12	Raw	-0.006664379518801649	0.0771208485738416	-0.08641475868124875	0.9326896415288082
RAbNr7	mR9TX1	covidhgi2020A2v5alleurLeaveUKBB	Stahl2019bip	5e-8	MR-PRESSO	12	Outlier-corrected	NA	NA	NA	NA
KDODN5	B5gE91	covidhgi2020B2v5alleurLeaveUKBB	Stahl2019bip	5e-8	MR-PRESSO	12	Raw	0.07535444863646446	0.06389282357070158	1.179388300989388	0.2631230492639598
KDODN5	B5gE91	covidhgi2020B2v5alleurLeaveUKBB	Stahl2019bip	5e-8	MR-PRESSO	12	Outlier-corrected	NA	NA	NA	NA
YQPNmL	dBJOWD	covidhgi2020C2v5alleurLeaveUKBB	Stahl2019bip	5e-8	MR-PRESSO	12	Raw	-0.044427941459058734	0.031182366123804196	-1.4247777504332182	0.18197025222962776
YQPNmL	dBJOWD	covidhgi2020C2v5alleurLeaveUKBB	Stahl2019bip	5e-8	MR-PRESSO	12	Outlier-corrected	NA	NA	NA	NA
jXlOC5	w5lCXi	covidhgi2020A2v5alleurLeaveUKBB	Astel2016rbc	5e-8	MR-PRESSO	172	Raw	-0.10312491053912484	0.07230422239283614	-1.4262640151060169	0.15561526293446898
jXlOC5	w5lCXi	covidhgi2020A2v5alleurLeaveUKBB	Astel2016rbc	5e-8	MR-PRESSO	172	Outlier-corrected	NA	NA	NA	NA
eM3Oy8	QeVsak	covidhgi2020B2v5alleurLeaveUKBB	Astel2016rbc	5e-8	MR-PRESSO	170	Raw	-0.08114771177178788	0.05058630893550748	-1.604143759040478	0.11054954557829558
eM3Oy8	QeVsak	covidhgi2020B2v5alleurLeaveUKBB	Astel2016rbc	5e-8	MR-PRESSO	170	Outlier-corrected	NA	NA	NA	NA
Ofp9KC	0DbJHO	covidhgi2020C2v5alleurLeaveUKBB	Astel2016rbc	5e-8	MR-PRESSO	173	Raw	-0.06628716032897723	0.026904499640692844	-2.4637945776444927	0.014731023884078275
Ofp9KC	0DbJHO	covidhgi2020C2v5alleurLeaveUKBB	Astel2016rbc	5e-8	MR-PRESSO	172	Outlier-corrected	-0.034664727226518005	0.02111080699844303	-1.6420370490372354	0.10242009212434934
bDjRa1	Dys4yU	covidhgi2020A2v5alleurLeaveUKBB	Astel2016wbc	5e-8	MR-PRESSO	163	Raw	-0.08818222579556986	0.07968308746559753	-1.1066617597321609	0.2700807902334289
bDjRa1	Dys4yU	covidhgi2020A2v5alleurLeaveUKBB	Astel2016wbc	5e-8	MR-PRESSO	161	Outlier-corrected	0.018093810045350132	0.07734142773125993	0.23394719461633315	0.8153250479654757
zc10Wn	B6Dtv6	covidhgi2020B2v5alleurLeaveUKBB	Astel2016wbc	5e-8	MR-PRESSO	160	Raw	-0.1501687542474271	0.0632622956285398	-2.3737481031225935	0.018802387446979773
zc10Wn	B6Dtv6	covidhgi2020B2v5alleurLeaveUKBB	Astel2016wbc	5e-8	MR-PRESSO	159	Outlier-corrected	-0.13013890254966567	0.060991473320111116	-2.1337228872409306	0.03440899900971613
9ejEJX	7CHCCV	covidhgi2020C2v5alleurLeaveUKBB	Astel2016wbc	5e-8	MR-PRESSO	160	Raw	-0.009814052176108886	0.03098400814373283	-0.3167457267175417	0.75185203661068
9ejEJX	7CHCCV	covidhgi2020C2v5alleurLeaveUKBB	Astel2016wbc	5e-8	MR-PRESSO	159	Outlier-corrected	0.010021666675966155	0.02587904324029506	0.38725027748946617	0.6990920593334132
Iftccr	4XGzy8	covidhgi2020A2v5alleurLeaveUKBB	Astel2016plt	5e-8	MR-PRESSO	215	Raw	0.024394709838846753	0.05228770664490179	0.46654771081311736	0.6412980954232328
Iftccr	4XGzy8	covidhgi2020A2v5alleurLeaveUKBB	Astel2016plt	5e-8	MR-PRESSO	215	Outlier-corrected	NA	NA	NA	NA
vfpaPb	fqhwy1	covidhgi2020B2v5alleurLeaveUKBB	Astel2016plt	5e-8	MR-PRESSO	210	Raw	0.008189953941102808	0.042483516081267526	0.19277956950258282	0.8473188036526962
vfpaPb	fqhwy1	covidhgi2020B2v5alleurLeaveUKBB	Astel2016plt	5e-8	MR-PRESSO	210	Outlier-corrected	NA	NA	NA	NA
9RyfK8	dLGoZJ	covidhgi2020C2v5alleurLeaveUKBB	Astel2016plt	5e-8	MR-PRESSO	213	Raw	0.014690965107395969	0.017793896275637076	0.8256182277239889	0.4099487975116135
9RyfK8	dLGoZJ	covidhgi2020C2v5alleurLeaveUKBB	Astel2016plt	5e-8	MR-PRESSO	213	Outlier-corrected	NA	NA	NA	NA
xodPH2	0WS8Hs	covidhgi2020A2v5alleurLeaveUKBB	Mills2021afb	5e-8	MR-PRESSO	66	Raw	-0.09617807915141494	0.07105268389795541	-1.3536164135551048	0.1805471682259044
xodPH2	0WS8Hs	covidhgi2020A2v5alleurLeaveUKBB	Mills2021afb	5e-8	MR-PRESSO	66	Outlier-corrected	NA	NA	NA	NA
UJJLVK	4DxtqJ	covidhgi2020B2v5alleurLeaveUKBB	Mills2021afb	5e-8	MR-PRESSO	66	Raw	-0.13369752780825125	0.048028851583080324	-2.7836919560106748	0.007030370790586466
UJJLVK	4DxtqJ	covidhgi2020B2v5alleurLeaveUKBB	Mills2021afb	5e-8	MR-PRESSO	66	Outlier-corrected	NA	NA	NA	NA
LuzgP1	MnoX01	covidhgi2020C2v5alleurLeaveUKBB	Mills2021afb	5e-8	MR-PRESSO	66	Raw	0.004851105666880107	0.022702250155677485	0.21368391386819954	0.8314624155992134
LuzgP1	MnoX01	covidhgi2020C2v5alleurLeaveUKBB	Mills2021afb	5e-8	MR-PRESSO	66	Outlier-corrected	NA	NA	NA	NA
